state_abbrev,state_name,state_fips,office,dist,year,votes_r,votes_d,votes_2p,d2pshare,incumbency,cand_r,inc_r,cand_d,inc_d,votes_o,votes_total,party_o,cand_o,inc_o,win_party,notes_cq,votes_extra,votes_plurality,lag_d2pshare,dpres
OH,OHIO,39,H,10,2008,107918,157268,265186,0.59304792,1,"TRAKAS, JIM",Challenger,"KUCINICH, DENNIS J.",Incumbent,,275809,N/A,N/A,N/A,D,,10623,49350,0.66410893,59
OH,OHIO,39,H,17,2008,61216,218896,280112,0.78145885,1,"GRASSELL, DUANE V.",Challenger,"RYAN, TIM",Incumbent,,280112,N/A,N/A,N/A,D,,,157680,0.80251443,62
OH,OHIO,39,H,18,2008,110031,164187,274218,0.59874624,1,"DAILEY, FRED",Challenger,"SPACE, ZACHARY T.",Incumbent,,274218,N/A,N/A,N/A,D,,,54156,0.6205979,45
OH,OHIO,39,H,13,2008,105050,192593,297643,0.64706039,1,"POTTER, DAVID S.",Challenger,"SUTTON, BETTY",Incumbent,,297680,N/A,N/A,N/A,D,,37,87543,0.6121971,57
OH,OHIO,39,H,6,2008,92968,176330,269298,0.65477651,1,"STOBBS, RICHARD D.",Challenger,"WILSON, CHARLES A. JR.",Incumbent,,283110,N/A,N/A,N/A,D,,13812,83362,0.62079132,48
OH,OHIO,39,H,16,2010,114652,90833,205485,0.44204199,1,"RENACCI, JIM",Challenger,"BOCCIERI, JOHN A.",Incumbent,,220137,N/A,N/A,N/A,R,,14652,23819,0.55363089,48
OH,OHIO,39,H,1,2010,103770,92672,196442,0.47175246,1,"CHABOT, STEVE",Challenger,"DRIEHAUS, STEVE",Incumbent,,201518,N/A,N/A,N/A,R,,5076,11098,0.52494109,55
OH,OHIO,39,H,11,2010,28754,139693,168447,0.82929945,1,"PEKAREK, THOMAS",Challenger,"FUDGE, MARCIA L.",Incumbent,,168447,N/A,N/A,N/A,D,,,110939,0.85280001,85
OH,OHIO,39,H,9,2010,83423,121819,205242,0.59353834,1,"IOTT, RICH",Challenger,"KAPTUR, MARCY",Incumbent,,205242,N/A,N/A,N/A,D,,,38396,0.74373507,62
OH,OHIO,39,H,10,2010,83809,101343,185152,0.54735029,1,"CORRIGAN, PETER",Challenger,"KUCINICH, DENNIS J.",Incumbent,,191026,N/A,N/A,N/A,D,,5874,17534,0.59304792,59
OH,OHIO,39,H,15,2010,119471,91077,210548,0.4325712,1,"STIVERS, STEVE",Challenger,"KILROY, MARY JO",Incumbent,,220596,N/A,N/A,N/A,R,,10048,28394,0.50417548,54
OH,OHIO,39,H,17,2010,57352,102758,160110,0.64179629,1,"GRAHAM, JIM",Challenger,"RYAN, TIM",Incumbent,,190666,N/A,N/A,N/A,D,,30556,45406,0.78145885,62
OH,OHIO,39,H,18,2010,107426,80756,188182,0.42913774,1,"GIBBS, BOB",Challenger,"SPACE, ZACHARY T.",Incumbent,,199448,N/A,N/A,N/A,R,,11266,26670,0.59874624,45
OH,OHIO,39,H,13,2010,94367,118806,213173,0.55732197,1,"GANLEY, TOM",Challenger,"SUTTON, BETTY",Incumbent,,213173,N/A,N/A,N/A,D,,,24439,0.64706039,57
OH,OHIO,39,H,6,2010,103170,92823,195993,0.47360364,1,"JOHNSON, BILL",Challenger,"WILSON, CHARLES A. JR.",Incumbent,,205575,N/A,N/A,N/A,R,,9582,10347,0.65477651,48
OH,OHIO,39,H,11,2012,,258378,258378,1,1,,N/A,"FUDGE, MARCIA L.",Incumbent,,258378,N/A,N/A,N/A,D,,,258378,0.82929945,83.3836858
OH,OHIO,39,H,9,2012,68666,217775,286441,0.7602787,1,"WURZELBACHER, SAMUEL",Challenger,"KAPTUR, MARCY",Incumbent,11725,298166,LIBERTARIAN,"STIPE, SEAN",Challenger,D,,,149109,0.59353834,68.62944162
OH,OHIO,39,H,13,2012,88120,235492,323612,0.72769862,1,"AGANA, MARISHA",Challenger,"RYAN, TIM",Incumbent,,323612,N/A,N/A,N/A,D,,,147372,0.55732197,63.98779247
OH,OHIO,39,H,3,2014,51475,91769,143244,0.64064813,1,"ADAMS, JOHN",Challenger,"BEATTY, JOYCE",Incumbent,17,143261,WRITE-IN,"APPLEGATE, RALPH A.",Challenger,D,,,40294,0.7216,70.68965517
OH,OHIO,39,H,11,2014,35461,137105,172566,0.79450762,1,"ZETZER, MARK",Challenger,"FUDGE, MARCIA L.",Incumbent,,172566,N/A,N/A,N/A,D,,,101644,1,83.3836858
OH,OHIO,39,H,9,2014,51704,108870,160574,0.67800516,1,"MAY, RICHARD",Challenger,"KAPTUR, MARCY",Incumbent,112,160715,WRITE-IN,"HOFFMAN, CORY",Challenger,D,"The other vote was: Skalsky, George A. (Write-in) 29",29,57166,0.7602787,68.62944162
OH,OHIO,39,H,13,2014,55233,120230,175463,0.68521571,1,"PEKAREK, THOMAS",Challenger,"RYAN, TIM",Incumbent,86,175549,WRITE-IN,"PASTORIUS, DAVID ALLEN",Challenger,D,,,64997,0.72769862,63.98779247
OH,OHIO,39,H,3,2016,91560,199791,291351,0.68573987,1,"ADAMS, JOHN",Challenger,"BEATTY, JOYCE",Incumbent,,291351,N/A,N/A,N/A,D,,,108231,0.64064813,70.08368201
OH,OHIO,39,H,11,2016,59769,242917,302686,0.80253792,1,"GOLDSTEIN, BEVERLY A.",Challenger,"FUDGE, MARCIA L.",Incumbent,,302686,N/A,N/A,N/A,D,,,183148,0.79450762,82.56410256
OH,OHIO,39,H,9,2016,88427,193966,282393,0.68686545,1,"LARSON, DONALD P.",Challenger,"KAPTUR, MARCY",Incumbent,5,282398,WRITE-IN,"SKALSKY, GEORGE A.",Challenger,D,,,105539,0.67800516,61.65966387
OH,OHIO,39,H,13,2016,99377,208610,307987,0.67733377,1,"MORCKEL, RICHARD A.",Challenger,"RYAN, TIM",Incumbent,17,308004,WRITE-IN,"HILL, CALVIN SR.",Challenger,D,,,109233,0.68521571,53.39602926
OH,OHIO,39,H,3,2018,65040,181575,246615,0.73626906,1,"BURGESS, JAMES",Challenger,"BEATTY, JOYCE",Incumbent,62,246677,WRITE-IN,"MILAM, MILLIE",Challenger,D,,,116535,0.68573987,70.08368201
OH,OHIO,39,H,11,2018,44486,206138,250624,0.82249904,1,"GOLDSTEIN, BEVERLY A.",Challenger,"FUDGE, MARCIA L.",Incumbent,36,250660,WRITE-IN,"BELL, JAMES JEROME",Challenger,D,,,161652,0.80253792,82.56410256
OH,OHIO,39,H,9,2018,74670,157219,231889,0.67799246,1,"KRAUS, STEVEN W.",Challenger,"KAPTUR, MARCY",Incumbent,48,231937,WRITE-IN,"LEVINDOFSKE, MCKENZIE",Challenger,D,,,82549,0.68686545,61.65966387
OH,OHIO,39,H,13,2018,98047,153323,251370,0.60994947,1,"DEPIZZO, CHRISTOPHER",Challenger,"RYAN, TIM",Incumbent,,251370,N/A,N/A,N/A,D,,,55276,0.67733377,53.39602926
OH,OHIO,39,H,3,2020,93569,227420,320989,0.70849782,1,"RICHARDSON, MARK FRANCIS",Challenger,"BEATTY, JOYCE",Incumbent,92,321092,WRITE-IN,"MOSS, NICHOLAS D.",Challenger,D,"The other vote was: Davis, Angela (Write-in) 11",11,133851,0.73626906,71.13821138
OH,OHIO,39,H,11,2020,60323,242098,302421,0.80053306,1,"GORE, LAVERNE",Challenger,"FUDGE, MARCIA L.",Incumbent,,302421,N/A,N/A,N/A,D,,,181775,0.82249904,80.60606061
OH,OHIO,39,H,9,2020,111385,190328,301713,0.63082469,1,"WEBER, ROBERT MARION",Challenger,"KAPTUR, MARCY",Incumbent,39,301752,WRITE-IN,"LEVINDOFSKE, MCKENZIE",Challenger,D,,,78943,0.67799246,59.69543147
OH,OHIO,39,H,13,2020,148648,173631,322279,0.53875989,1,"HAGAN, CHRISTINA",Challenger,"RYAN, TIM",Incumbent,8522,330801,LIBERTARIAN,"FRICKE, MICHAEL",Challenger,D,,,24983,0.60994947,51.72413793
OH,OHIO,39,H,3,2022,76455,182324,258779,0.70455486,1,"STAHLEY, LEE",Challenger,"BEATTY, JOYCE",Incumbent,18,258797,WRITE-IN,"AMICUCCI, ALEXANDER Q.",Challenger,D,,,105869,0.70849782,72.18274112
OH,OHIO,39,H,11,2022,47988,167722,215710,0.77753466,1,"BREWER, ERIC",Challenger,"BROWN, SHONTEL",Incumbent,,215710,N/A,N/A,N/A,D,,,119734,0.80053306,79.09090909
OH,OHIO,39,H,9,2022,115362,150655,266017,0.56633598,1,"MAJEWSKI, J.R.",Challenger,"KAPTUR, MARCY",Incumbent,,266017,N/A,N/A,N/A,D,,,35293,0.63082469,48.5249237
OK,OKLAHOMA,40,H,3,1950,9639,46404,56043,0.82800704,1,"POWELL, CHARLES",Challenger,"ALBERT, CARL BERT",Incumbent,,56043,N/A,N/A,N/A,D,,,36765,0.24407643,
OK,OKLAHOMA,40,H,1,1950,72367,64481,136848,0.471187,1,"SCHWABE, GEORGE B.",Challenger,"GILMER, DIXIE",Incumbent,,136848,N/A,N/A,N/A,R,,,7886,,
OK,OKLAHOMA,40,H,6,1950,18743,38166,56909,0.67064965,1,"CAMPBELL, GEORGE",Challenger,"MORRIS, TOBY",Incumbent,,56909,N/A,N/A,N/A,D,,,19423,0.38797507,
OK,OKLAHOMA,40,H,4,1950,20527,43838,64365,0.68108445,1,"YOUNG, GLENN O.",Challenger,"STEED, TOM",Incumbent,,64365,N/A,N/A,N/A,D,,,23311,0.25460631,
OK,OKLAHOMA,40,H,2,1950,18687,36552,55239,0.66170639,1,"CRAIN, CLEO",Challenger,"STIGLER, WILLIAM G.",Incumbent,,55239,N/A,N/A,N/A,D,,,17865,0.36185616,
OK,OKLAHOMA,40,H,7,1950,14078,28733,42811,0.67115927,1,"CORNELL, K. B.",Challenger,"WICKERSHAM, VICTOR E.",Incumbent,,42811,N/A,N/A,N/A,D,,,14655,0.39754066,
OK,OKLAHOMA,40,H,8,1950,38285,32401,70686,0.4583793,1,"BELCHER, PAGE H.",Challenger,"WILSON, GEORGE H.",Incumbent,,70686,N/A,N/A,N/A,R,,,5884,,
OK,OKLAHOMA,40,H,3,1952,20735,73185,93920,0.77922702,1,"MCSHERRY, FRANK D.",Challenger,"ALBERT, CARL BERT",Incumbent,,93920,N/A,N/A,N/A,D,,,52450,0.82800704,62.90000153
OK,OKLAHOMA,40,H,5,1952,77425,128627,206052,0.62424535,1,"BURCH, EDWIN WHITNEY",Challenger,"JARMAN, JOHN",Incumbent,,206052,N/A,N/A,N/A,D,,,51202,0.58826333,43.5
OK,OKLAHOMA,40,H,4,1952,46446,67024,113470,0.59067595,1,"GOODE, JOHN L.",Challenger,"STEED, TOM",Incumbent,,113470,N/A,N/A,N/A,D,,,20578,0.68108445,47.90000153
OK,OKLAHOMA,40,H,6,1952,57261,98823,156084,0.63313985,1,"CORNELL, K. B.",Challenger,"WICKERSHAM, VICTOR E.",Incumbent,,156084,N/A,N/A,N/A,D,,,41562,0.67064965,46.29999924
OK,OKLAHOMA,40,H,3,1954,10554,52662,63216,0.83304858,1,"BUTLER, JASPER N.",Challenger,"ALBERT, CARL BERT",Incumbent,,63216,N/A,N/A,N/A,D,,,42108,0.77922702,62.90000153
OK,OKLAHOMA,40,H,2,1954,37030,67872,104902,0.64700389,1,"BUTLER, PERCY",Challenger,"EDMONDSON, ED",Incumbent,,104902,N/A,N/A,N/A,D,,,30842,0.60413712,48.59999847
OK,OKLAHOMA,40,H,5,1954,37223,72380,109603,0.6603834,1,"YOUNG, GEORGE E.",Challenger,"JARMAN, JOHN",Incumbent,,109603,N/A,N/A,N/A,D,,,35157,0.62424535,43.5
OK,OKLAHOMA,40,H,4,1954,,43915,43915,1,1,,N/A,"STEED, TOM",Incumbent,,43915,N/A,N/A,N/A,D,,,43915,0.59067595,47.90000153
OK,OKLAHOMA,40,H,6,1954,27492,62119,89611,0.69320732,1,"RUSSELL, REECE L.",Challenger,"WICKERSHAM, VICTOR E.",Incumbent,,89611,N/A,N/A,N/A,D,,,34627,0.63313985,46.29999924
OK,OKLAHOMA,40,H,3,1956,18182,60620,78802,0.76926982,1,"WALLACE, CHAPIN",Challenger,"ALBERT, CARL BERT",Incumbent,,78802,N/A,N/A,N/A,D,,,42438,0.83304858,61.38999939
OK,OKLAHOMA,40,H,2,1956,55416,83976,139392,0.60244489,1,"BUTLER, PERCY",Challenger,"EDMONDSON, ED",Incumbent,,139392,N/A,N/A,N/A,D,,,28560,0.64700389,45.38999939
OK,OKLAHOMA,40,H,5,1956,62812,110416,173228,0.63740271,1,"HOBBS, HOBART H.",Challenger,"JARMAN, JOHN",Incumbent,,173228,N/A,N/A,N/A,D,,,47604,0.6603834,42.29999924
OK,OKLAHOMA,40,H,4,1956,36534,57416,93950,0.61113358,1,"POTTER, HAROLD H.",Challenger,"STEED, TOM",Incumbent,,93950,N/A,N/A,N/A,D,,,20882,1,48.29000092
OK,OKLAHOMA,40,H,3,1958,4398,43868,48266,0.90887994,1,"WALLACE, CHAPIN",Challenger,"ALBERT, CARL BERT",Incumbent,,48266,N/A,N/A,N/A,D,,,39470,0.76926982,61.38999939
OK,OKLAHOMA,40,H,2,1958,19996,75492,95488,0.79059148,1,"RITTER, MILO",Challenger,"EDMONDSON, ED",Incumbent,,95488,N/A,N/A,N/A,D,,,55496,0.60244489,45.38999939
OK,OKLAHOMA,40,H,5,1958,17137,79917,97054,0.82342821,1,"HOBBS, HOBART H.",Challenger,"JARMAN, JOHN",Incumbent,,97054,N/A,N/A,N/A,D,,,62780,0.63740271,42.29999924
OK,OKLAHOMA,40,H,6,1958,27425,54967,82392,0.66714001,1,"COOGAN, FRED L.",Challenger,"MORRIS, TOBY",Incumbent,,82392,N/A,N/A,N/A,D,,,27542,0.68907189,51.02999878
OK,OKLAHOMA,40,H,4,1958,15359,43837,59196,0.74053991,1,"CALKINS, ROLLA C.",Challenger,"STEED, TOM",Incumbent,,59196,N/A,N/A,N/A,D,,,28478,0.61113358,48.29000092
OK,OKLAHOMA,40,H,3,1960,18799,56138,74937,0.74913591,1,"SHERRITT, GEORGE B.",Challenger,"ALBERT, CARL BERT",Incumbent,,74937,N/A,N/A,N/A,D,,,37339,0.90887994,53.72999954
OK,OKLAHOMA,40,H,2,1960,60253,79732,139985,0.56957531,1,"SHARP, BILL",Challenger,"EDMONDSON, ED",Incumbent,,139985,N/A,N/A,N/A,D,,,19479,0.79059148,42.20999908
OK,OKLAHOMA,40,H,5,1960,62971,125286,188257,0.66550511,1,"HOBBS, HOBART H.",Challenger,"JARMAN, JOHN",Incumbent,,188257,N/A,N/A,N/A,D,,,62315,0.82342821,39.61999893
OK,OKLAHOMA,40,H,4,1960,35028,54181,89209,0.60734904,1,"CRALL, DON H.",Challenger,"STEED, TOM",Incumbent,,89209,N/A,N/A,N/A,D,,,19153,0.74053991,42.06000137
OK,OKLAHOMA,40,H,3,1962,,56010,56010,1,1,,N/A,"ALBERT, CARL BERT",Incumbent,,56010,N/A,N/A,N/A,D,,,56010,0.74913591,53.72999954
OK,OKLAHOMA,40,H,2,1962,50481,65968,116449,0.56649691,1,"SHARP, BILL",Challenger,"EDMONDSON, ED",Incumbent,,116449,N/A,N/A,N/A,D,,,15487,0.56957531,42.20999908
OK,OKLAHOMA,40,H,5,1962,40825,90392,131217,0.68887413,1,"POINTON, WILLIAM P. JR.",Challenger,"JARMAN, JOHN",Incumbent,,131217,N/A,N/A,N/A,D,,,49567,0.66550511,39.61999893
OK,OKLAHOMA,40,H,4,1962,,66000,66000,1,1,,N/A,"STEED, TOM",Incumbent,,66000,N/A,N/A,N/A,D,,,66000,0.60734904,42.06000137
OK,OKLAHOMA,40,H,6,1962,48985,56508,105493,0.53565639,1,"GIBSON, GLENN L.",Challenger,"WICKERSHAM, VICTOR E.",Incumbent,,105493,N/A,N/A,N/A,D,,,7523,0.50397611,42.52999878
OK,OKLAHOMA,40,H,3,1964,16706,62952,79658,0.79027843,1,"MCSHERRY, FRANK D.",Challenger,"ALBERT, CARL BERT",Incumbent,,79658,N/A,N/A,N/A,D,,,46246,1,68.76999664
OK,OKLAHOMA,40,H,2,1964,56843,90466,147309,0.61412406,1,"LANGE, GEORGE L.",Challenger,"EDMONDSON, ED",Incumbent,,147309,N/A,N/A,N/A,D,,,33623,0.56649691,58.47999954
OK,OKLAHOMA,40,H,5,1964,53596,130014,183610,0.70809871,1,"COWAN, HOMER",Challenger,"JARMAN, JOHN",Incumbent,,183610,N/A,N/A,N/A,D,,,76418,0.68887413,53.38000107
OK,OKLAHOMA,40,H,4,1964,,98419,98419,1,1,,N/A,"STEED, TOM",Incumbent,,98419,N/A,N/A,N/A,D,,,98419,1,60.38999939
OK,OKLAHOMA,40,H,3,1966,12697,43049,55746,0.7722348,1,"PATE, WHIT",Challenger,"ALBERT, CARL BERT",Incumbent,,55746,N/A,N/A,N/A,D,,,30352,0.79027843,68.76999664
OK,OKLAHOMA,40,H,2,1966,53919,62324,116243,0.53615272,1,"GARRISON, DENZIL D.",Challenger,"EDMONDSON, ED",Incumbent,,116243,N/A,N/A,N/A,D,,,8405,0.61412406,58.47999954
OK,OKLAHOMA,40,H,5,1966,42088,96464,138552,0.69622958,1,"GRAGG, MELVIN H.",Challenger,"JARMAN, JOHN",Incumbent,,138552,N/A,N/A,N/A,D,,,54376,0.70809871,53.38000107
OK,OKLAHOMA,40,H,6,1966,51474,48755,100229,0.48643607,1,"SMITH, JAMES V.",Challenger,"JOHNSON, JED JR.",Incumbent,,100229,N/A,N/A,N/A,R,,,2719,0.56659949,60.59000015
OK,OKLAHOMA,40,H,4,1966,36355,36719,73074,0.50249064,1,"BRANSCUM, TRUMAN T.",Challenger,"STEED, TOM",Incumbent,,73074,N/A,N/A,N/A,D,,,364,1,60.38999939
OK,OKLAHOMA,40,H,3,1968,39740,85981,125721,0.68390322,1,"BEASLEY, GERALD",Challenger,"ALBERT, CARL BERT",Incumbent,,125721,N/A,N/A,N/A,D,,,46241,0.7722348,53.72999954
OK,OKLAHOMA,40,H,2,1968,63437,77192,140629,0.54890525,1,"SMITH, ROBERT G.",Challenger,"EDMONDSON, ED",Incumbent,,140629,N/A,N/A,N/A,D,,,13755,0.53615272,42.68999863
OK,OKLAHOMA,40,H,5,1968,30931,86420,117351,0.73642319,1,"LEEPER, BOB",Challenger,"JARMAN, JOHN",Incumbent,,117351,N/A,N/A,N/A,D,,,55489,0.69622958,38.59000015
OK,OKLAHOMA,40,H,3,1970,,,0,,1,,N/A,"ALBERT, CARL BERT",Incumbent,,0,N/A,N/A,N/A,D,,,0,0.68390322,53.72999954
OK,OKLAHOMA,40,H,2,1970,35989,87131,123120,0.70769167,1,"HUMPHRIES, GENE",Challenger,"EDMONDSON, ED",Incumbent,,123120,N/A,N/A,N/A,D,,,51142,0.54890525,42.68999863
OK,OKLAHOMA,40,H,5,1970,22801,62034,84835,0.73123121,1,"CAMPBELL, TERRY L.",Challenger,"JARMAN, JOHN",Incumbent,,84835,N/A,N/A,N/A,D,,,39233,0.73642319,38.59000015
OK,OKLAHOMA,40,H,4,1970,37081,67743,104824,0.64625466,1,"WILKINSON, JAY G.",Challenger,"STEED, TOM",Incumbent,,106358,N/A,N/A,N/A,D,,1534,30662,0.53622067,47.75
OK,OKLAHOMA,40,H,3,1972,,101732,101732,1,1,,N/A,"ALBERT, CARL BERT",Incumbent,,108974,N/A,N/A,N/A,D,,7242,101732,,29.70000076
OK,OKLAHOMA,40,H,5,1972,45711,69710,115421,0.6039629,1,"KELLER, LLEWELLYN L.",Challenger,"JARMAN, JOHN",Incumbent,,115421,N/A,N/A,N/A,D,,,23999,0.73123121,23.95000076
OK,OKLAHOMA,40,H,4,1972,34484,85578,120062,0.71278173,1,"CROZIER, WILL E. BILL",Challenger,"STEED, TOM",Incumbent,,120062,N/A,N/A,N/A,D,,,51094,0.64625466,25.87000084
OK,OKLAHOMA,40,H,3,1974,,,0,,1,,N/A,"ALBERT, CARL BERT",Incumbent,,0,N/A,N/A,N/A,D,,,0,1,29.75
OK,OKLAHOMA,40,H,5,1974,48705,52107,100812,0.516873,1,"EDWARDS, M. H.",Challenger,"JARMAN, JOHN",Incumbent,,100812,N/A,N/A,N/A,D,,,3402,0.6039629,23.95000076
OK,OKLAHOMA,40,H,1,1974,41697,88159,129856,0.67889816,1,"MIZER, GEORGE A.",Challenger,"JONES, JAMES R.",Incumbent,,129856,N/A,N/A,N/A,D,,,46462,0.55456686,20.87999916
OK,OKLAHOMA,40,H,4,1974,,,0,,1,,N/A,"STEED, TOM",Incumbent,,0,N/A,N/A,N/A,D,,,0,0.71278173,25.87000084
OK,OKLAHOMA,40,H,6,1976,55953,137498,193451,0.71076399,1,"MCCURLEY, CAROL",Challenger,"ENGLISH, GLENN",Incumbent,,193451,N/A,N/A,N/A,D,,,81545,0.54517817,44.84999847
OK,OKLAHOMA,40,H,1,1976,84374,100945,185319,0.54470938,1,"INHOFE, JAMES M.",Challenger,"JONES, JAMES R.",Incumbent,,187044,N/A,N/A,N/A,D,,1725,16571,0.67889816,38.36999893
OK,OKLAHOMA,40,H,2,1976,87341,102402,189743,0.53968787,1,"STEWART, E. L.",Challenger,"RISENHOOVER, TED M.",Incumbent,,189743,N/A,N/A,N/A,D,,,15061,0.59055966,54.09000015
OK,OKLAHOMA,40,H,4,1976,34170,116425,150595,0.77310002,1,"STANLEY, M. C.",Challenger,"STEED, TOM",Incumbent,,155357,N/A,N/A,N/A,D,,4762,82255,,53.86999893
OK,OKLAHOMA,40,H,6,1978,36031,103512,139543,0.74179286,1,"HUNTER, HAROLD",Challenger,"ENGLISH, GLENN",Incumbent,,139543,N/A,N/A,N/A,D,,,67481,0.71076399,44.84999847
OK,OKLAHOMA,40,H,1,1978,49404,73886,123290,0.59928626,1,"UNRUH, PAULA",Challenger,"JONES, JAMES R.",Incumbent,,123290,N/A,N/A,N/A,D,,,24482,0.54470938,38.36999893
OK,OKLAHOMA,40,H,4,1978,41421,62993,104414,0.60330033,1,"ROBB, SCOTTY",Challenger,"STEED, TOM",Incumbent,,104414,N/A,N/A,N/A,D,,,21572,0.77310002,53.86999893
OK,OKLAHOMA,40,H,3,1978,,,0,,1,,N/A,"WATKINS, WES",Incumbent,,0,N/A,N/A,N/A,D,,,0,0.82660395,63.86999893
OK,OKLAHOMA,40,H,6,1980,60980,111694,172674,0.64684898,1,"MCCURLEY, CAROL",Challenger,"ENGLISH, GLENN",Incumbent,,172674,N/A,N/A,N/A,D,,,50714,0.74179286,28.19000053
OK,OKLAHOMA,40,H,1,1980,82293,115381,197674,0.58369333,1,"FREEMAN, RICHARD C.",Challenger,"JONES, JAMES R.",Incumbent,,197674,N/A,N/A,N/A,D,,,33088,0.59928626,30.54999924
OK,OKLAHOMA,40,H,2,1980,86544,101516,188060,0.53980643,1,"RICHARDSON, GARY",Challenger,"SYNAR, MIKE",Incumbent,,188060,N/A,N/A,N/A,D,,,14972,0.54806095,43.16999817
OK,OKLAHOMA,40,H,3,1980,,,0,,1,,N/A,"WATKINS, WES",Incumbent,,0,N/A,N/A,N/A,D,,,0,,49.90999985
OK,OKLAHOMA,40,H,6,1982,33519,102811,136330,0.75413334,1,"MOORE, ED",Challenger,"ENGLISH, GLENN",Incumbent,,136330,N/A,N/A,N/A,D,,,69292,0.64684898,33.40000153
OK,OKLAHOMA,40,H,1,1982,64704,76379,141083,0.54137635,1,"FREEMAN, RICHARD C.",Challenger,"JONES, JAMES R.",Incumbent,,141083,N/A,N/A,N/A,D,,,11675,0.58369333,32.38000107
OK,OKLAHOMA,40,H,4,1982,44351,84205,128556,0.65500635,1,"RUTLEDGE, HOWARD",Challenger,"MCCURDY, DAVE",Incumbent,,129504,N/A,N/A,N/A,D,,948,39854,0.5099805,38.04999924
OK,OKLAHOMA,40,H,2,1982,42898,111895,154793,0.72286862,1,"STRIEGEL, LOU",Challenger,"SYNAR, MIKE",Incumbent,,154793,N/A,N/A,N/A,D,,,68997,0.53980643,43.43000031
OK,OKLAHOMA,40,H,3,1982,26335,121670,148005,0.82206684,1,"MILLER, PATRICK K.",Challenger,"WATKINS, WES",Incumbent,,148005,N/A,N/A,N/A,D,,,95335,,47.61000061
OK,OKLAHOMA,40,H,6,1984,67601,96994,164595,0.58928883,1,"DODD, CRAIG",Challenger,"ENGLISH, GLENN",Incumbent,,164595,N/A,N/A,N/A,D,,,29393,0.75413334,29.92000008
OK,OKLAHOMA,40,H,1,1984,103098,113919,217017,0.52493125,1,"KEATING, FRANK",Challenger,"JONES, JAMES R.",Incumbent,,218093,N/A,N/A,N/A,D,,1076,10821,0.54137635,29.18000031
OK,OKLAHOMA,40,H,4,1984,60844,109447,170291,0.64270574,1,"SMITH, JERRY",Challenger,"MCCURDY, DAVE",Incumbent,,172039,N/A,N/A,N/A,D,,1748,48603,0.65500635,30.25
OK,OKLAHOMA,40,H,2,1984,51889,148124,200013,0.74057186,1,"RICE, GARY K.",Challenger,"SYNAR, MIKE",Incumbent,,200013,N/A,N/A,N/A,D,,,96235,0.72286862,35.79999924
OK,OKLAHOMA,40,H,3,1984,39454,137964,177418,0.77762121,1,"MILLER, PATRICK K.",Challenger,"WATKINS, WES",Incumbent,,177418,N/A,N/A,N/A,D,,,98510,0.82206684,37.75
OK,OKLAHOMA,40,H,6,1986,,,0,,1,,N/A,"ENGLISH, GLENN",Incumbent,,0,N/A,N/A,N/A,D,,,0,0.58928883,29.92000008
OK,OKLAHOMA,40,H,4,1986,29697,94984,124681,0.76181614,1,"HUMPHREYS, LARRY",Challenger,"MCCURDY, DAVE",Incumbent,,124681,N/A,N/A,N/A,D,,,65287,0.64270574,30.25
OK,OKLAHOMA,40,H,2,1986,41795,114543,156338,0.73266256,1,"RICE, GARY K.",Challenger,"SYNAR, MIKE",Incumbent,,156338,N/A,N/A,N/A,D,,,72748,0.74057186,35.79999924
OK,OKLAHOMA,40,H,3,1986,31913,114008,145921,0.78129947,1,"MILLER, PATRICK K.",Challenger,"WATKINS, WES",Incumbent,,145921,N/A,N/A,N/A,D,,,82095,0.77762121,37.75
OK,OKLAHOMA,40,H,6,1988,45239,122887,168126,0.73092204,1,"BROWN, MIKE",Challenger,"ENGLISH, GLENN",Incumbent,,168126,N/A,N/A,N/A,D,,,77648,,41.50999832
OK,OKLAHOMA,40,H,4,1988,,,0,,1,,N/A,"MCCURDY, DAVE",Incumbent,,0,N/A,N/A,N/A,D,,,0,0.76181614,41.43999863
OK,OKLAHOMA,40,H,2,1988,73659,136009,209668,0.64868742,1,"PHILLIPS, IRA",Challenger,"SYNAR, MIKE",Incumbent,,209668,N/A,N/A,N/A,D,,,62350,0.73266256,46.84999847
OK,OKLAHOMA,40,H,3,1988,,,0,,1,,N/A,"WATKINS, WES",Incumbent,,0,N/A,N/A,N/A,D,,,0,0.78129947,49.84000015
OK,OKLAHOMA,40,H,6,1990,27540,110100,137640,0.79991281,1,"BURNS, ROBERT",Challenger,"ENGLISH, GLENN",Incumbent,,137640,N/A,N/A,N/A,D,,,82560,0.73092204,41.50999832
OK,OKLAHOMA,40,H,4,1990,36232,100879,137111,0.73574692,1,"BELL, HOWARD",Challenger,"MCCURDY, DAVE",Incumbent,,137111,N/A,N/A,N/A,D,,,64647,,41.43999863
OK,OKLAHOMA,40,H,2,1990,57331,90820,148151,0.61302322,1,"GORHAM, TERRY M.",Challenger,"SYNAR, MIKE",Incumbent,,148151,N/A,N/A,N/A,D,,,33489,0.64868742,46.84999847
OK,OKLAHOMA,40,H,3,1992,51725,155934,207659,0.75091374,1,"STOKES, ROBERT W.",Challenger,"BREWSTER, BILL",Incumbent,,207659,N/A,N/A,N/A,D,,,104209,0.80387896,55.15000153
OK,OKLAHOMA,40,H,6,1992,64068,134734,198802,0.67772961,1,"ANTHONY, BOB",Challenger,"ENGLISH, GLENN",Incumbent,,198802,N/A,N/A,N/A,D,,,70666,0.79991281,44.41999817
